#,title,artist,href
928,La tombe,Random (QC),https://genius.com/Random-qc-la-tombe-lyrics
929,Sans qu'on me voit,Rach,https://genius.com/Rach-sans-quon-me-voit-lyrics
930,Mon p’tit soleil,Sir Pathétik (Ft. Ced Auger ),https://genius.com/Sir-pathetik-mon-ptit-soleil-lyrics
931,F1,Dead Obies,https://genius.com/Dead-obies-f1-lyrics
932,Chaud là-bas,5sang14,https://genius.com/5sang14-chaud-la-bas-lyrics
933,Venimeuse,Les Anticipateurs,https://genius.com/Les-anticipateurs-venimeuse-lyrics
934,Point de repère,Souldia,https://genius.com/Souldia-point-de-repere-lyrics
935,Mal élevé,Lary Kidd,https://genius.com/Lary-kidd-mal-eleve-lyrics
936,LESBIENNE WOKE SUR L'AUTOTUNE,Calamine,https://genius.com/Calamine-lesbienne-woke-sur-lautotune-lyrics
937,La piaule,Manu Militari,https://genius.com/Manu-militari-la-piaule-lyrics
938,V.L.Y,Jeune Loup,https://genius.com/Jeune-loup-vly-lyrics
939,Tôt ou tard,Koriass,https://genius.com/Koriass-tot-ou-tard-lyrics
940,Inconnu,Rymz (Ft. D4vid Lee ),https://genius.com/Rymz-inconnu-lyrics
941,Power Move,Lost,https://genius.com/Lost-power-move-lyrics
942,On s’en câlisse,Sir Pathétik,https://genius.com/Sir-pathetik-on-sen-calisse-lyrics
943,Ripa,Alaclair Ensemble,https://genius.com/Alaclair-ensemble-ripa-lyrics
944,Perdu le contrôle,Lost (Ft. MB & White-B ),https://genius.com/Lost-perdu-le-controle-lyrics
945,Passe la moppe,Jeune Loup,https://genius.com/Jeune-loup-passe-la-moppe-lyrics
946,Trône,Enima,https://genius.com/Enima-trone-lyrics
947,Confession risquée,White-B,https://genius.com/White-b-confession-risquee-lyrics
948,CQJVD,Obia le Chef (Ft. Caballero & JeanJass ),https://genius.com/Obia-le-chef-cqjvd-lyrics
949,2 Dans La Coupe,Le Ice (Ft. Shreez ),https://genius.com/Le-ice-2-dans-la-coupe-lyrics
950,Rue Des saules,Koriass,https://genius.com/Koriass-rue-des-saules-lyrics
951,24/7,Izzy-S (Ft. Shreez & Tizzo ),https://genius.com/Izzy-s-24-7-lyrics
952,Malaise,Jeune Loup,https://genius.com/Jeune-loup-malaise-lyrics
953,Perdant,Jeune Loup,https://genius.com/Jeune-loup-perdant-lyrics
954,Every Day,Souldia (Ft. White-B ),https://genius.com/Souldia-every-day-lyrics
955,TELLEMENT,Enima (Ft. Rim'K ),https://genius.com/Enima-tellement-lyrics
956,Bagga Yute,Skiifall,https://genius.com/Skiifall-bagga-yute-lyrics
957,Royautés,Dead Obies,https://genius.com/Dead-obies-royautes-lyrics
958,88mph,Koriass,https://genius.com/Koriass-88mph-lyrics
959,Amen,Manu Militari,https://genius.com/Manu-militari-amen-lyrics
960,Contre amour,J7,https://genius.com/J7-contre-amour-lyrics
961,Pain Killer,Joe Rocca (Ft. Brown Family & Cape Tula ),https://genius.com/Joe-rocca-pain-killer-lyrics
962,Toktok,Rach (Ft. LV Cupidon ),https://genius.com/Rach-toktok-lyrics
963,Jugg,2V,https://genius.com/2v-jugg-lyrics
964,Magnifique,Souldia,https://genius.com/Souldia-magnifique-lyrics
965,Long Long Time,Sir Pathétik,https://genius.com/Sir-pathetik-long-long-time-lyrics
966,La descente,Manu Militari,https://genius.com/Manu-militari-la-descente-lyrics
967,HÉRITAGE,Lost,https://genius.com/Lost-heritage-lyrics
968,D-Natural est mon nom,D-Natural,https://genius.com/D-natural-d-natural-est-mon-nom-lyrics
969,Un jour à la fois,Souldia,https://genius.com/Souldia-un-jour-a-la-fois-lyrics
970,MALSAIN ET SAUF,Lost,https://genius.com/Lost-malsain-et-sauf-lyrics
971,On va l’faire,Les Anticipateurs (Ft. Dramatik & Imposs ),https://genius.com/Les-anticipateurs-on-va-lfaire-lyrics
972,Camping,Gros Big,https://genius.com/Gros-big-camping-lyrics
973,Couvre-feu,MB,https://genius.com/Mb-couvre-feu-lyrics
974,Vente de rêve,Rowjay,https://genius.com/Rowjay-vente-de-reve-lyrics
975,Non plus,Enima,https://genius.com/Enima-non-plus-lyrics
976,Volume,Boutot (Ft. Souldia ),https://genius.com/Boutot-volume-lyrics
977,Contrôlé par les médias,MB (Ft. Capitaine Gaza & White-B ),https://genius.com/Mb-controle-par-les-medias-lyrics
978,Rien à perdre,Muzion (Ft. DJ Nykeldon ),https://genius.com/Muzion-rien-a-perdre-lyrics
979,ZAY GO,FouKi,https://genius.com/Fouki-zay-go-lyrics
980,Loi 101,"Wasiu (Ft. 20Some , Joe Rocca , Lary Kidd , Ogee Rodman & Yes Mccan )",https://genius.com/Wasiu-loi-101-lyrics
981,Bang,Rymz,https://genius.com/Rymz-bang-lyrics
982,Papier,Enima (Ft. TK (FRA) ),https://genius.com/Enima-papier-lyrics
983,WD40,Souldia,https://genius.com/Souldia-wd40-lyrics
984,Chèque,Les Anticipateurs,https://genius.com/Les-anticipateurs-cheque-lyrics
985,Intro,Soubillz,https://genius.com/Soubillz-intro-lyrics
986,LomeLaval,High Klassified & Ateyaba,https://genius.com/High-klassified-and-ateyaba-lomelaval-lyrics
987,Chrome,Rymz (Ft. Eli Rose ),https://genius.com/Rymz-chrome-lyrics
988,Ça rend rap,Rock et Belles Oreilles,https://genius.com/Rock-et-belles-oreilles-ca-rend-rap-lyrics
989,"Sexe, violence, rap et flouze",Rymz (Ft. Farfadet ),https://genius.com/Rymz-sexe-violence-rap-et-flouze-lyrics
990,On cherche plus on trouve,Accrophone,https://genius.com/Accrophone-on-cherche-plus-on-trouve-lyrics
991,BONNE VOIE,Enima,https://genius.com/Enima-bonne-voie-lyrics
992,You Wasn't Lyin',Planet Giza,https://genius.com/Planet-giza-you-wasnt-lyin-lyrics
993,Diablesse,Gutta,https://genius.com/Gutta-diablesse-lyrics
994,Stack,Alaclair Ensemble,https://genius.com/Alaclair-ensemble-stack-lyrics
995,Arnô vs Lamanif,WordUP! Battles,https://genius.com/Wordup-battles-arno-vs-lamanif-lyrics
996,24,Dead Obies,https://genius.com/Dead-obies-24-lyrics
997,À la grâce de dieu,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-a-la-grace-de-dieu-lyrics
998,Soucoupe volante,Lary Kidd (Ft. Tizzo ),https://genius.com/Lary-kidd-soucoupe-volante-lyrics
999,Fait-le,Souldia (Ft. DawaMafia ),https://genius.com/Souldia-fait-le-lyrics
